recno;ID;RAJ2000;DEJ2000;l_mlow;mlow;l_Dmmax;Dmmax;l_sigint;sigint;l_Sd;Sd;l_Sy;Sy;LC;Mph;rmag;OT;z;X;Class
 ; ;deg;deg; ;mag; ;mag; ;mag; ;mag; ;mag; ; ;mag; ; ; ;
     325;VVDS22H_MOS00-15;333.7024;+01.3096;>;22.84;>; 1.26; ; 1.16; ; 0.01;<; 0.00;F;pt ;18.10;Mdw;      ; ;Mdw
     326;VVDS22H_MOS01-01;332.2510;+00.5750;>;22.79;>; 1.26; ; 0.32; ; 0.11; ; 1.11;F;ext;21.77;   ;      ; ;Galaxy Trans
     327;ELAISN1_MOS16-34;242.1411;+54.4831;>;22.97;>; 1.25; ; 0.30;<; 0.00; ; 1.13;F;ext;21.62;   ;      ; ;Galaxy Trans
     328;ELAISN1_MOS11-18;244.9460;+55.3950; ;22.08; ; 1.25; ; 0.41;<; 0.00; ; 0.93;V;pt ;20.21;QSO;      ; ;QSO
     329;CDFS_MOS01-09   ;051.7312;-27.8228; ;22.82; ; 1.25; ; 0.20; ; 0.09; ; 1.30;V;pt ;20.94;   ;      ; ;QSO
     330;CDFS_MOS00-17   ;052.9314;-27.9945;>;23.10;>; 1.25; ; 0.12; ; 0.16; ; 0.20;V;ext;19.99;   ;      ; ;AGN
     331;XMMLSS_MOS01-20 ;036.7848;-03.0212;>;22.97;>; 1.25; ; 0.50;<; 0.00; ; 1.14; ;pt ;20.98;   ;      ; ;?
     332;CDFS_MOS05-32   ;052.4626;-27.6994;>;23.09;>; 1.25; ; 0.63; ; 0.14; ; 0.15;F;   ;     ;   ;      ; ;Orphan Trans
     333;CDFS_MOS02-25   ;053.3284;-26.3653;>;23.10;>; 1.24; ; 0.21; ; 0.09; ; 1.09;F;ext;21.79;   ;      ; ;Galaxy Trans
     334;GROTH_MOS04-06  ;211.8794;+53.7464;>;22.96;>; 1.24; ; 0.40; ; 0.15; ; 0.68;V;ext;21.06;   ;      ; ;AGN
     335;GROTH_MOS01-23  ;216.2409;+54.0738; ;20.13; ; 1.24; ; 0.52; ; 0.07; ; 1.18;F;ext;20.37;   ; 0.675; ;AGN
     336;VVDS22H_MOS05-14;334.4061;-00.8150; ;20.36; ; 1.24; ; 0.36; ; 0.02; ; 0.80;V;ext;19.57;   ; 0.495; ;AGN
     337;XMMLSS_MOS02-03 ;034.7334;-04.2011; ;22.44; ; 1.24; ; 0.42; ; 0.15; ; 0.94;V;pt ;20.65;QSO;      ; ;QSO
     338;COSMOS_MOS21-15 ;150.6327;+03.2391; ;22.53; ; 1.24; ; 0.37; ; 0.23; ; 0.81;V;pt ;21.44;QSO;      ; ;QSO
     339;XMMLSS_MOS01-01 ;036.0514;-03.5598; ;22.00; ; 1.24; ; 0.24; ; 0.18; ; 1.25; ;pt ;20.69;QSO;      ;X;QSO
     340;GROTH_MOS06-11  ;214.8089;+52.2281; ;22.43; ; 1.24; ; 0.42; ;     ; ; 1.08;V;pt ;19.83;QSO; 1.556; ;QSO
     341;CDFS_MOS04-07   ;052.7503;-28.3579; ;22.49; ; 1.24; ; 0.15; ; 0.12; ; 1.08; ;pt ;20.84;QSO;      ; ;QSO
     342;XMMLSS_MOS03-15 ;035.9862;-04.1849; ;22.33; ; 1.23; ; 0.32; ; 0.17; ; 0.69;F;pt ;21.54;QSO;      ;X;QSO
     343;COSMOS_MOS27-00 ;149.0070;+01.4058;>;23.01;>; 1.23; ; 1.16; ; 0.22; ; 0.16;F;pt ;15.90;Mdw;      ; ;Mdw
     344;XMMLSS_MOS00-09 ;035.4841;-03.5614; ;22.91; ; 1.23; ; 0.19; ; 0.30; ; 0.33;V;ext;19.49;   ;      ;X;AGN
     345;CDFS_MOS00-32   ;053.1913;-27.9296;>;23.10;>; 1.23; ; 0.16; ; 0.23; ; 0.40;V;ext;20.91;   ;      ; ;AGN
     346;COSMOS_MOS24-15 ;149.8220;+01.8389;>;22.97;>; 1.23; ; 0.34;<; 0.00; ; 0.89;V;pt ;20.60;QSO; 1.343;X;QSO
     347;CDFS_MOS05-00   ;051.5091;-27.1983;>;23.09;>; 1.23; ; 0.30; ; 0.26; ; 0.62;V;ext;21.41;   ;      ; ;AGN
     348;GROTH_MOS07-01  ;211.8766;+52.4620;>;23.01;>; 1.23; ; 0.36;<; 0.00; ; 0.76;V;ext;20.91;   ;      ; ;AGN
     349;XMMLSS_MOS06-02 ;035.7721;-05.3246; ;22.84; ; 1.23; ; 0.36; ; 0.11; ; 0.83;V;ext;21.04;   ;      ;X;AGN
     350;XMMLSS_MOS00-04 ;035.3199;-02.9059;>;22.94;>; 1.23; ; 0.54;<; 0.00; ; 0.92;F;pt ;21.59;QSO;      ;X;QSO
     351;XMMLSS_MOS00-00 ;035.0559;-03.2745;>;22.93;>; 1.23; ; 0.35; ; 0.27; ; 0.83;V;ext;21.19;   ;      ; ;AGN
     352;COSMOS_MOS24-16 ;149.8280;+02.1644; ;21.79; ; 1.22; ; 0.33; ; 0.28; ; 0.65;V;pt ;19.51;QSO; 1.157;X;QSO
     353;ELAISN1_MOS10-00;241.7384;+56.1769; ;22.34; ; 1.22; ; 0.28; ; 0.06; ; 1.10;F;pt ;20.45;QSO;      ; ;QSO
     354;XMMLSS_MOS03-02 ;035.4263;-04.4910;>;22.96;>; 1.22; ; 1.14; ; 0.23; ; 0.12;F;   ;     ;   ;      ; ;Orphan Trans
     355;CDFS_MOS03-14   ;054.1961;-27.2408;>;23.07;>; 1.22; ; 1.15; ; 0.06; ; 0.08;F;pt ;20.18;Mdw;      ; ;Mdw
     356;GROTH_MOS05-11  ;215.4351;+52.6078; ;22.94; ; 1.22; ; 0.27; ; 0.39; ; 0.40;V;ext;21.60;   ;      ; ;AGN
     357;GROTH_MOS07-21  ;212.9781;+53.1409; ;22.49; ; 1.22; ; 0.31;<; 0.00; ; 0.58;F;pt ;20.89;QSO;      ; ;QSO
     358;ELAISN1_MOS11-12;244.6261;+55.0804; ;22.67; ; 1.21; ; 0.29; ; 0.14; ; 1.07; ;pt ;21.11;QSO;      ; ;QSO
     359;CDFS_MOS00-13   ;052.8279;-27.6892;>;23.10;>; 1.21; ; 0.14; ; 0.07; ; 1.15;F;ext;22.16;   ;      ;X;AGN
     360;CDFS_MOS03-09   ;053.9169;-26.8406; ;23.01; ; 1.21; ; 0.22; ; 0.28; ; 0.64;V;pt ;19.27;   ;      ; ;Point Var
     361;ELAISN1_MOS13-04;241.1688;+55.1982; ;22.48; ; 1.21; ; 0.30; ; 0.24; ; 0.93;F;pt ;20.41;QSO;      ; ;QSO
     362;VVDS22H_MOS03-17;333.9221;+00.4466; ;21.99; ; 1.21; ; 0.25; ; 0.09; ; 0.49;V;ext;20.64;   ;      ; ;AGN
     363;XMMLSS_MOS05-15 ;035.3228;-04.5822;>;22.99;>; 1.21; ; 0.47;<; 0.00; ; 0.81;V;ext;21.06;   ;      ;X;AGN
     364;GROTH_MOS04-27  ;212.8881;+53.4243; ;22.04; ; 1.21; ; 0.34; ; 0.11; ; 0.55;V;ext;20.92;   ;      ; ;AGN
     365;CDFS_MOS01-28   ;052.2566;-28.4225;>;23.09;>; 1.21; ; 0.17; ; 0.22; ; 0.26;F;pt ;22.03;QSO;      ; ;QSO
     366;COSMOS_MOS23-06 ;150.7534;+01.8630;>;22.97;>; 1.20; ; 1.12; ; 0.38; ; 0.19;F;   ;     ;   ;      ; ;Point Trans
     367;ELAISN1_MOS14-01;243.3329;+54.4103; ;21.72; ; 1.20; ; 0.46; ; 0.21; ; 1.05;V;ext;20.18;   ;      ; ;AGN
     368;VVDS22H_MOS05-01;333.4985;-01.0403; ;20.59; ; 1.20; ; 0.27; ; 0.20; ; 0.63;V;pt ;19.60;QSO;      ; ;QSO
     369;GROTH_MOS04-16  ;212.2686;+54.0623; ;21.42; ; 1.20; ; 0.35; ; 0.09; ; 0.49;F;ext;20.36;   ;      ; ;Galaxy Flare
     370;GROTH_MOS04-04  ;211.6737;+53.4044; ;22.69; ; 1.20; ; 0.30; ; 0.23; ; 0.62;V;pt ;20.60;QSO;      ; ;QSO
     371;COSMOS_MOS27-06 ;149.2924;+01.4970; ;21.70; ; 1.20; ; 0.33; ; 0.05; ; 0.96;V;ext;19.90;   ;      ; ;AGN
     372;COSMOS_MOS27-08 ;149.3584;+01.0940;>;23.01;>; 1.20; ; 0.45; ; 0.08; ; 0.91;F;pt ;21.46;QSO;      ; ;QSO
     373;COSMOS_MOS26-25 ;150.4994;+01.5264; ;22.24; ; 1.20; ; 0.29; ; 0.10; ; 0.73;V;pt ;21.35;QSO; 0.977;X;QSO
     374;XMMLSS_MOS05-16 ;035.3362;-05.2049; ;21.12; ; 1.20; ; 0.48;<; 0.00; ; 1.15;V;pt ;19.94;QSO;      ;X;QSO
     375;GROTH_MOS01-05  ;215.0159;+54.2954;>;22.98;>; 1.20; ; 0.36; ; 0.41; ; 0.46;V;ext;21.18;   ;      ; ;AGN
     376;XMMLSS_MOS03-09 ;035.7076;-04.7477;>;22.96;>; 1.20; ; 0.36;<; 0.00; ; 0.77;F;ext;21.97;   ;      ;X;AGN
     377;COSMOS_MOS24-17 ;149.8656;+02.0030; ;22.64; ; 1.20; ; 0.28; ; 0.34; ; 0.67;V;ext;21.25;   ; 1.248;X;AGN
     378;XMMLSS_MOS03-10 ;035.7234;-04.4910; ;20.10; ; 1.20; ; 0.32; ; 0.07; ; 0.70; ;ext;18.48;   ;      ;X;AGN
     379;XMMLSS_MOS02-07 ;034.9920;-04.2850; ;22.35; ; 1.20; ; 0.35; ; 0.29; ; 0.76;V;pt ;21.01;QSO;      ; ;QSO
     380;GROTH_MOS05-17  ;215.6510;+52.8731;>;23.06;>; 1.20; ; 0.30; ; 0.44; ; 0.45;V;ext;21.48;   ;      ; ;AGN
     381;CDFS_MOS02-23   ;053.2681;-26.3554;>;23.06;>; 1.20; ; 0.22; ; 0.20; ; 0.79;V;ext;21.34;   ;      ; ;AGN
     382;GROTH_MOS07-02  ;211.9137;+52.9808; ;20.94; ; 1.20; ; 0.47; ; 0.04; ; 0.99;V;pt ;19.64;QSO;      ; ;QSO
     383;CDFS_MOS06-03   ;053.7257;-28.4761; ;21.92; ; 1.19; ; 0.54; ; 0.36; ; 1.22; ;pt ;20.11;QSO;      ; ;QSO
     384;ELAISN1_MOS12-04;242.3869;+55.4284; ;21.99; ; 1.19; ; 0.28; ; 0.09; ; 0.92;V;ext;20.15;   ;      ; ;AGN
     385;ELAISN1_MOS13-14;242.1117;+55.5732;>;23.05;>; 1.19; ; 1.10; ; 0.16; ; 0.21;F;pt ;18.00;Mdw;      ; ;Mdw
     386;CDFS_MOS02-29   ;053.5133;-27.1902;>;23.10;>; 1.19; ; 0.79; ; 0.30; ; 0.56;F;   ;     ;   ;      ; ;Orphan Trans
     387;ELAISN1_MOS14-13;244.3262;+53.9502; ;21.66; ; 1.19; ; 0.42; ; 0.11; ; 1.03; ;pt ;20.24;QSO;      ; ;QSO
     388;CDFS_MOS02-06   ;052.8060;-26.8206; ;23.06; ; 1.19; ; 0.19; ; 0.25; ; 0.28;V;ext;19.92;   ;      ; ;AGN
     389;CDFS_MOS01-25   ;052.1362;-28.7335; ;22.23; ; 1.19; ; 0.29;<; 0.00; ; 0.72;V;pt ;20.82;QSO;      ; ;QSO
     390;ELAISN1_MOS15-22;242.8843;+53.5921;>;23.03;>; 1.19; ; 1.08; ; 0.35; ; 0.19; ;pt ;16.75;Mdw;      ; ;Mdw
     391;CDFS_MOS00-47   ;053.4278;-28.0743; ;22.93; ; 1.19; ; 0.16; ; 0.21; ; 0.40;V;pt ;16.21;   ;      ; ;Point Var
     392;XMMLSS_MOS05-13 ;035.2733;-04.6840; ;19.90; ; 1.19; ; 0.34; ; 0.07; ; 1.24; ;ext;17.05;   ;      ;X;AGN
     393;COSMOS_MOS21-05 ;150.1677;+02.7979; ;21.45; ; 1.19; ; 0.48; ; 0.07; ; 1.12;F;pt ;20.26;QSO; 1.041;X;QSO
     394;XMMLSS_MOS03-00 ;035.3441;-04.3264;>;22.96;>; 1.19; ; 0.56;<; 0.00; ; 1.37;V;ext;21.00;   ;      ;X;AGN
     395;GROTH_MOS07-07  ;212.4254;+53.0321;>;23.10;>; 1.19; ; 0.70;<; 0.00; ; 0.68; ;ext;21.43;   ;      ; ;?
     396;GROTH_MOS05-15  ;215.5700;+52.5137;>;23.10;>; 1.19; ; 1.10; ; 0.15; ;     ;F;pt ;17.93;Mdw;      ; ;Mdw
     397;COSMOS_MOS24-38 ;150.4227;+02.1756; ;22.16; ; 1.19; ; 0.35; ; 0.14; ; 0.98;V;ext;20.77;   ; 0.982;X;AGN
     398;GROTH_MOS01-12  ;215.5901;+54.5886; ;22.25; ; 1.19; ; 0.35; ; 0.29; ; 0.70; ;ext;21.03;   ;      ; ;?
     399;CDFS_MOS01-17   ;051.8898;-28.0861; ;22.14; ; 1.19; ; 0.38;<; 0.00; ; 0.95;V;pt ;20.97;QSO;      ; ;QSO
     400;COSMOS_MOS23-07 ;150.7622;+01.8688; ;22.38; ; 1.18; ; 0.33; ; 0.08; ; 0.61;F;pt ;20.12;QSO; 1.804;X;QSO
     401;CDFS_MOS00-37   ;053.2911;-27.7685;>;23.10;>; 1.18; ; 0.26; ; 0.40; ; 0.33;V;ext;22.29;   ;      ;X;AGN
     402;VVDS22H_MOS02-03;334.3134;+00.4376; ;21.18; ; 1.18; ; 0.42; ; 0.07; ; 1.03;V;ext;20.39;   ; 0.753; ;AGN
     403;VVDS22H_MOS03-16;333.8419;+00.5817; ;21.93; ; 1.18; ; 0.33;<; 0.00; ; 0.92;V;pt ;20.55;RRL;      ; ;RRL
     404;COSMOS_MOS26-20 ;150.3850;+01.0203; ;22.27; ; 1.18; ; 0.41; ; 0.07; ; 1.10;V;pt ;20.15;QSO; 1.413; ;QSO
     405;ELAISN1_MOS16-32;242.0384;+54.4225;>;22.94;>; 1.18; ; 0.32; ; 0.29; ; 0.62;V;   ;     ;   ;      ; ;Orphan Var
     406;ELAISN1_MOS16-33;242.0393;+54.4234; ;22.94; ; 1.18; ; 0.40; ; 0.29; ; 0.71;V;pt ;21.75;QSO;      ; ;QSO
     407;XMMLSS_MOS04-13 ;036.8659;-04.1353; ;22.43; ; 1.18; ; 0.35; ; 0.24; ; 0.79;F;ext;20.47;   ;      ;X;AGN
     408;ELAISN1_MOS16-18;241.4081;+54.0817; ;22.24; ; 1.18; ; 0.35; ; 0.11; ; 0.83;V;ext;20.65;   ;      ; ;AGN
     409;VVDS22H_MOS03-10;333.5518;-00.1690; ;22.24; ; 1.18; ; 0.24;<; 0.00; ; 0.51;V;ext;19.35;   ; 0.352; ;AGN
     410;CDFS_MOS01-16   ;051.8708;-28.5121;>;23.09;>; 1.18; ; 0.25; ; 0.24; ; 0.38;F;ext;21.80;   ;      ; ;Galaxy Trans
     411;COSMOS_MOS25-08 ;149.1301;+02.2575; ;22.40; ; 1.18; ; 0.33; ; 0.26; ; 0.88;V;pt ;21.74;   ;      ; ;QSO
     412;XMMLSS_MOS05-24 ;035.4822;-05.3096; ;22.16; ; 1.18; ; 0.32; ; 0.52; ; 0.50;V;pt ;16.01;   ;      ; ;STAR
     413;CDFS_MOS04-14   ;053.1111;-28.4052;>;23.10;>; 1.18; ; 1.11; ; 0.14; ; 0.16;F;   ;     ;   ;      ; ;Orphan Trans
     414;CDFS_MOS03-06   ;053.8719;-27.8025; ;21.87; ; 1.17; ; 0.37; ;     ; ; 1.39; ;pt ;20.38;   ;      ; ;?
     415;COSMOS_MOS21-24 ;150.9814;+02.8967;>;22.83;>; 1.17; ; 0.55;<; 0.00; ; 1.08;V;pt ;21.20;QSO;      ; ;QSO
     416;CDFS_MOS05-31   ;052.4262;-27.6411; ;22.54; ; 1.17; ; 0.31; ; 0.16; ; 0.92;V;ext;20.58;   ;      ; ;AGN
     417;ELAISN1_MOS15-18;242.7775;+53.9643;>;22.99;>; 1.17; ; 0.47; ; 0.01; ; 0.99;V;ext;21.52;   ;      ; ;AGN
     418;COSMOS_MOS23-28 ;151.2003;+02.0753;>;22.96;>; 1.17; ; 0.26; ; 0.30; ; 0.55;F;ext;22.25;   ;      ; ;Galaxy Trans
     419;VVDS22H_MOS03-04;333.3124;+00.6491;>;22.47;>; 1.17; ; 0.18; ; 0.45; ; 0.18;F;ext;19.09;   ;      ; ;Galaxy Trans
     420;COSMOS_MOS26-18 ;150.3837;+00.8831; ;22.23; ; 1.17; ; 0.31;<; 0.00; ; 1.01; ;pt ;21.02;QSO;      ; ;QSO
     421;XMMLSS_MOS05-20 ;035.4121;-04.7791; ;22.49; ; 1.17; ; 0.34; ; 0.20; ; 0.77;V;pt ;21.12;QSO;      ;X;QSO
     422;COSMOS_MOS23-37 ;151.4768;+02.2782;>;22.97;>; 1.17; ; 0.91; ; 0.42; ; 0.40;F;   ;     ;   ;      ; ;Orphan Trans
     423;VVDS22H_MOS00-21;333.8565;+01.0278; ;21.87; ; 1.16; ; 0.30; ; 0.12; ; 0.65;V;ext;20.83;   ;      ; ;AGN
     424;XMMLSS_MOS06-23 ;036.7013;-05.4277; ;22.88; ; 1.16; ; 0.24; ; 0.32; ; 0.65;V;ext;20.25;   ;      ; ;AGN
     425;COSMOS_MOS23-14 ;150.8498;+01.9179; ;20.92; ; 1.16; ; 0.41;<; 0.00; ; 1.33;F;pt ;19.55;QSO;      ; ;QSO
     426;CDFS_MOS01-15   ;051.8338;-28.3431;>;23.09;>; 1.16; ; 0.29; ; 0.33; ; 0.53;V;ext;21.10;   ;      ; ;AGN
     427;CDFS_MOS00-33   ;053.1955;-27.7878;>;23.09;>; 1.16; ; 0.16; ; 0.27; ; 0.26;V;ext;21.98;   ;      ; ;AGN
     428;COSMOS_MOS27-17 ;149.7826;+00.8749; ;21.60; ; 1.16; ; 0.37; ; 0.03; ; 1.08;V;pt ;20.29;QSO;      ; ;QSO
     429;COSMOS_MOS27-01 ;149.0384;+01.5409; ;22.88; ; 1.16; ; 0.17; ; 0.22; ; 0.22;F;ext;19.75;   ;      ; ;Galaxy Flare
     430;XMMLSS_MOS06-09 ;036.0351;-04.9827;>;22.91;>; 1.16; ; 0.39; ; 0.25; ; 0.55;F;ext;21.22;   ;      ;X;AGN
     431;ELAISN1_MOS10-10;242.4025;+55.6358; ;21.70; ; 1.16; ; 0.44;<; 0.00; ; 1.16; ;pt ;20.09;QSO;      ; ;QSO
     432;ELAISN1_MOS11-22;245.3921;+55.2872; ;22.65; ; 1.15; ; 0.31; ; 0.06; ; 0.76; ;pt ;20.45;QSO;      ; ;QSO
     433;CDFS_MOS02-09   ;052.8419;-27.2344;>;23.09;>; 1.15; ; 0.22; ; 0.09; ; 0.53; ;ext;21.04;   ;      ; ;?
     434;COSMOS_MOS27-10 ;149.4831;+01.3897; ;21.72; ; 1.15; ; 0.21; ; 0.35; ; 0.26;F;pt ;12.55;Mdw;      ; ;Mdw
     435;XMMLSS_MOS05-11 ;035.1032;-05.0420; ;20.85; ; 1.15; ; 0.33; ; 0.20; ; 1.15; ;ext;19.16;   ;      ; ;?
     436;GROTH_MOS04-11  ;212.0074;+54.1766;>;23.08;>; 1.14; ; 1.03;<; 0.00; ; 0.15;F;ext;24.41;   ;      ; ;Galaxy Trans
     437;CDFS_MOS00-52   ;053.5541;-27.5871;>;23.10;>; 1.14; ; 0.16; ; 0.25; ; 0.18;V;ext;20.08;   ;      ; ;AGN
     438;COSMOS_MOS23-25 ;151.0023;+01.9098;>;22.96;>; 1.14; ; 0.25; ; 0.51; ; 0.36;F;ext;19.33;   ;      ; ;Galaxy Trans
     439;CDFS_MOS04-06   ;052.7436;-28.3278; ;23.06; ; 1.14; ; 0.23; ; 0.28; ; 0.59;F;pt ;21.44;QSO;      ; ;QSO
     440;XMMLSS_MOS03-21 ;036.2629;-04.0941; ;22.12; ; 1.14; ; 0.37; ; 0.06; ; 0.91;V;ext;20.69;   ;      ;X;AGN
     441;ELAISN1_MOS15-13;242.4726;+53.6579;>;23.03;>; 1.14; ; 1.03; ; 0.14; ; 0.16;F;   ;     ;   ;      ; ;Orphan Trans
     442;VVDS22H_MOS03-05;333.3720;-00.2223; ;22.08; ; 1.14; ; 0.27; ; 0.12; ; 0.59;V;ext;20.51;   ;      ; ;AGN
     443;COSMOS_MOS24-22 ;149.9536;+01.9843; ;22.80; ; 1.14; ; 0.21; ; 0.25; ; 0.29;V;ext;20.66;   ; 0.187; ;AGN
     444;GROTH_MOS07-05  ;212.4191;+52.7178;>;23.06;>; 1.14; ; 0.37; ; 0.05; ; 0.57;V;ext;21.17;   ;      ; ;AGN
     445;GROTH_MOS04-20  ;212.5555;+54.1701; ;22.09; ; 1.14; ; 0.33;<; 0.00; ; 0.72;V;pt ;20.15;QSO;      ; ;QSO
     446;CDFS_MOS01-31   ;052.3433;-28.2296; ;22.46; ; 1.14; ; 0.33; ; 0.02; ; 0.99;V;pt ;21.79;QSO;      ; ;QSO
     447;COSMOS_MOS23-35 ;151.3695;+01.9554; ;21.66; ; 1.14; ; 0.34;<; 0.00; ; 0.54;V;pt ;20.69;QSO;      ; ;QSO
     448;XMMLSS_MOS05-26 ;035.5664;-05.2669; ;21.33; ; 1.14; ; 0.19;<; 0.00; ; 1.07; ;pt ;19.91;QSO;      ;X;QSO
     449;COSMOS_MOS24-02 ;149.5044;+02.2138;>;23.01;>; 1.14; ; 0.78; ; 0.29; ; 0.22; ;pt ;15.92;Mdw;      ; ;Mdw
     450;XMMLSS_MOS02-12 ;035.1508;-03.6351;>;22.81;>; 1.14; ; 1.10;<; 0.00;<; 0.00;F;pt ;16.75;Mdw;      ;X;Mdw
     451;COSMOS_MOS21-20 ;150.7531;+03.1106;>;22.83;>; 1.14; ; 0.57; ; 0.38; ; 0.79; ;ext;21.36;   ;      ; ;?
     452;VVDS22H_MOS03-01;333.2943;+00.0944; ;21.49; ; 1.14; ; 0.24; ; 0.20; ; 0.50; ;pt ;20.35;QSO;      ; ;QSO
     453;ELAISN1_MOS15-04;242.2409;+54.3559; ;22.30; ; 1.13; ; 0.42;<; 0.00; ; 1.08; ;pt ;21.35;   ;      ; ;?
     454;ELAISN1_MOS10-14;243.1548;+55.6845;>;23.00;>; 1.13; ; 0.30;<; 0.00; ; 0.49;F;pt ;21.43;QSO;      ; ;QSO
     455;XMMLSS_MOS03-06 ;035.6668;-04.6564; ;22.42; ; 1.13; ; 0.32; ; 0.05; ; 1.06;F;ext;22.09;   ;      ;X;AGN
     456;VVDS22H_MOS01-21;332.9888;+00.7423; ;22.09; ; 1.13; ; 0.23; ; 0.06; ; 0.67;V;ext;21.07;   ;      ; ;AGN
     457;COSMOS_MOS21-09 ;150.4664;+03.6170; ;22.82; ; 1.13; ; 0.28; ; 0.32; ; 0.60;V;ext;21.15;   ;      ; ;AGN
     458;COSMOS_MOS25-09 ;149.2186;+02.5964; ;21.29; ; 1.13; ; 0.41; ; 0.31; ; 1.02;V;ext;19.87;   ;      ; ;AGN
     459;COSMOS_MOS22-06 ;149.2981;+02.8276; ;21.80; ; 1.13; ; 0.36; ; 0.27; ; 0.80; ;ext;19.10;   ;      ; ;?
     460;XMMLSS_MOS03-18 ;036.1352;-04.5102; ;21.13; ; 1.13; ; 0.46;<; 0.00; ; 1.15;F;pt ;20.35;QSO;      ;X;QSO
     461;GROTH_MOS02-04  ;213.3674;+54.3704; ;22.03; ; 1.13; ; 0.29; ; 0.18; ; 0.66;V;pt ;20.94;   ;      ; ;QSO
     462;XMMLSS_MOS06-05 ;035.9470;-05.0979; ;22.63; ; 1.13; ; 0.33;<; 0.00; ; 0.80;V;pt ;20.11;QSO;      ;X;QSO
     463;XMMLSS_MOS06-17 ;036.3839;-05.4440;>;22.93;>; 1.13; ; 0.26; ; 0.42; ; 0.70;V;ext;20.57;   ;      ; ;AGN
     464;CDFS_MOS00-25   ;053.0847;-28.0373; ;22.44; ; 1.13; ; 0.20;<; 0.00; ; 0.81;F;pt ;20.83;QSO;      ;X;QSO
     465;CDFS_MOS02-26   ;053.3307;-26.4287; ;22.64; ; 1.12; ; 0.19; ; 0.19; ; 0.49;V;ext;21.28;   ;      ; ;AGN
     466;XMMLSS_MOS02-05 ;034.9243;-04.4677;>;22.77;>; 1.12; ; 0.27; ; 0.35; ; 0.95; ;ext;21.17;   ;      ;X;AGN
     467;GROTH_MOS02-17  ;214.3600;+53.9826; ;22.98; ; 1.12; ; 0.17; ; 0.27; ; 0.09;V;ext;20.79;   ;      ; ;AGN
     468;CDFS_MOS00-28   ;053.1234;-27.5657; ;23.01; ; 1.12; ; 0.14; ; 0.19; ; 0.17;V;   ;21.75;   ;      ; ;AGN
     469;ELAISN1_MOS13-10;241.7706;+55.2419;>;23.02;>; 1.12; ; 0.52;<; 0.00; ; 0.97; ;ext;22.53;   ;      ; ;?
     470;GROTH_MOS06-08  ;214.6173;+52.1834; ;22.40; ; 1.12; ; 0.40; ;     ; ; 1.13;V;ext;19.99;   ;      ; ;AGN
     471;XMMLSS_MOS01-17 ;036.5838;-03.6981; ;22.40; ; 1.11; ; 0.24; ; 0.11; ; 0.57;V;pt ;21.89;QSO;      ; ;QSO
     472;COSMOS_MOS21-22 ;150.8309;+03.3579; ;21.79; ; 1.11; ; 0.38; ; 0.18; ; 0.85; ;ext;18.72;   ;      ; ;?
     473;CDFS_MOS05-15   ;052.0010;-27.1206; ;21.43; ; 1.11; ; 0.35; ; 0.79; ; 0.49;V;pt ;18.48;   ;      ; ;Point Var
     474;VVDS22H_MOS03-00;333.2448;+00.2333; ;22.08; ; 1.11; ; 0.26; ; 0.08; ; 0.96;V;ext;20.92;   ;      ; ;AGN
     475;XMMLSS_MOS03-13 ;035.9060;-04.6678; ;21.97; ; 1.11; ; 0.34;<; 0.00; ; 0.81;V;pt ;20.02;QSO;      ;X;QSO
     476;XMMLSS_MOS03-16 ;036.0052;-03.7760;>;22.86;>; 1.11; ; 0.19; ; 0.23; ; 0.34; ;pt ;20.45;QSO;      ; ;QSO
     477;GROTH_MOS07-14  ;212.8465;+53.0582; ;23.00; ; 1.11; ; 0.34; ; 0.34; ; 0.51; ;ext;19.25;   ;      ; ;?
     478;COSMOS_MOS27-14 ;149.6141;+01.1410; ;21.32; ; 1.11; ; 0.30; ; 0.24; ; 0.85;V;pt ;19.71;QSO;      ; ;QSO
     479;XMMLSS_MOS04-18 ;037.1779;-04.7051; ;22.91; ; 1.11; ; 0.16; ; 0.24; ; 0.24;V;ext;21.23;   ;      ; ;AGN
     480;GROTH_MOS06-02  ;214.0191;+52.4641; ;20.40; ; 1.11; ; 0.40; ; 1.20; ; 0.51;V;pt ;16.72;RRL;      ; ;RRL
     481;VVDS22H_MOS04-02;334.6091;+00.0036; ;20.31; ; 1.11; ; 0.30; ; 0.13; ; 1.06; ;ext;19.76;   ; 0.428; ;AGN
     482;ELAISN1_MOS13-03;241.1352;+55.6808; ;22.45; ; 1.11; ; 0.42;<; 0.00; ; 1.00;V;pt ;19.32;QSO;      ; ;QSO
     483;COSMOS_MOS26-26 ;150.5119;+01.1567;>;22.98;>; 1.11; ; 0.26; ; 0.20; ; 0.69;V;pt ;21.95;QSO;      ; ;QSO
     484;CDFS_MOS01-36   ;052.5211;-27.9821; ;22.87; ; 1.11; ; 0.23; ; 0.19; ; 0.39;V;ext;21.83;   ;      ; ;AGN
     485;CDFS_MOS00-21   ;053.0453;-27.7889;>;23.10;>; 1.11; ; 0.13; ; 0.16; ; 0.23;V;ext;20.49;   ; 1.222; ;AGN
     486;COSMOS_MOS26-08 ;150.1397;+01.6367; ;22.88; ; 1.11; ; 0.28; ; 0.12; ; 0.57;V;pt ;21.14;QSO; 0.520;X;QSO
